"Category","Year","Subject","PaperType","Filename","FilePath","DownloadURL","PageURL","Status","FileSize","Extension"
"SQP","2021-22","Assamese","Sample Question Paper","cbse-2021-22-Assamese-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Assamese\cbse-2021-22-Assamese-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Assamese-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","582956",".pdf"
"SQP","2021-22","Assamese","Sample Question Paper","cbse-2021-22-Assamese-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Assamese\cbse-2021-22-Assamese-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Assamese-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","1482088",".pdf"
"SQP","2021-22","BahasaMelayu","Marking Scheme","cbse-2021-22-BahasaMelayu-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\BahasaMelayu\cbse-2021-22-BahasaMelayu-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-BahasaMelayu-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","169248",".pdf"
"SQP","2021-22","BahasaMelayu","Sample Question Paper","cbse-2021-22-BahasaMelayu-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\BahasaMelayu\cbse-2021-22-BahasaMelayu-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-BahasaMelayu-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","1306665",".pdf"
"SQP","2021-22","BahasaMelayu","Sample Question Paper","cbse-2021-22-BahasaMelayu-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\BahasaMelayu\cbse-2021-22-BahasaMelayu-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-BahasaMelayu-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","209123",".pdf"
"SQP","2021-22","Bengali","Marking Scheme","cbse-2021-22-Bengali-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bengali\cbse-2021-22-Bengali-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bengali-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","599182",".pdf"
"SQP","2021-22","Bengali","Marking Scheme","cbse-2021-22-Bengali-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bengali\cbse-2021-22-Bengali-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bengali-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","405499",".pdf"
"SQP","2021-22","Bengali","Sample Question Paper","cbse-2021-22-Bengali-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bengali\cbse-2021-22-Bengali-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bengali-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","669096",".pdf"
"SQP","2021-22","Bengali","Sample Question Paper","cbse-2021-22-Bengali-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bengali\cbse-2021-22-Bengali-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bengali-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","465398",".pdf"
"SQP","2021-22","Bhutia","Marking Scheme","cbse-2021-22-Bhutia-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bhutia\cbse-2021-22-Bhutia-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bhutia-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","107637",".pdf"
"SQP","2021-22","Bhutia","Marking Scheme","cbse-2021-22-Bhutia-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bhutia\cbse-2021-22-Bhutia-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bhutia-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","268855",".pdf"
"SQP","2021-22","Bhutia","Sample Question Paper","cbse-2021-22-Bhutia-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bhutia\cbse-2021-22-Bhutia-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bhutia-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","212630",".pdf"
"SQP","2021-22","Bhutia","Sample Question Paper","cbse-2021-22-Bhutia-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bhutia\cbse-2021-22-Bhutia-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bhutia-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","283108",".pdf"
"SQP","2021-22","Bodo","Marking Scheme","cbse-2021-22-Bodo-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bodo\cbse-2021-22-Bodo-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bodo-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","355969",".pdf"
"SQP","2021-22","Bodo","Marking Scheme","cbse-2021-22-Bodo-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bodo\cbse-2021-22-Bodo-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bodo-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","628625",".pdf"
"SQP","2021-22","Bodo","Sample Question Paper","cbse-2021-22-Bodo-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bodo\cbse-2021-22-Bodo-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bodo-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","685658",".pdf"
"SQP","2021-22","Bodo","Sample Question Paper","cbse-2021-22-Bodo-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Bodo\cbse-2021-22-Bodo-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Bodo-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","380612",".pdf"
"SQP","2021-22","Business","Marking Scheme","cbse-2021-22-Business-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Business\cbse-2021-22-Business-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Business-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","418558",".pdf"
"SQP","2021-22","Business","Marking Scheme","cbse-2021-22-Business-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Business\cbse-2021-22-Business-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Business-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","524864",".pdf"
"SQP","2021-22","Business","Sample Question Paper","cbse-2021-22-Business-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Business\cbse-2021-22-Business-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Business-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","561985",".pdf"
"SQP","2021-22","Business","Sample Question Paper","cbse-2021-22-Business-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Business\cbse-2021-22-Business-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Business-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","526977",".pdf"
"SQP","2021-22","Carnatic Percussion","Marking Scheme","cbse-2021-22-Carnatic-Percussion-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Percussion\cbse-2021-22-Carnatic-Percussion-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Percussion-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","446764",".pdf"
"SQP","2021-22","Carnatic Percussion","Marking Scheme","cbse-2021-22-Carnatic-Percussion-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Percussion\cbse-2021-22-Carnatic-Percussion-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Percussion-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","13988",".pdf"
"SQP","2021-22","Carnatic Percussion","Sample Question Paper","cbse-2021-22-Carnatic-Percussion-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Percussion\cbse-2021-22-Carnatic-Percussion-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Percussion-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","492359",".pdf"
"SQP","2021-22","Carnatic Percussion","Sample Question Paper","cbse-2021-22-Carnatic-Percussion-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Percussion\cbse-2021-22-Carnatic-Percussion-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Percussion-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","11686",".pdf"
"SQP","2021-22","Carnatic Vocal","Marking Scheme","cbse-2021-22-Carnatic-Vocal-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Vocal\cbse-2021-22-Carnatic-Vocal-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Vocal-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","18462",".pdf"
"SQP","2021-22","Carnatic Vocal","Marking Scheme","cbse-2021-22-Carnatic-Vocal-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Vocal\cbse-2021-22-Carnatic-Vocal-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Vocal-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","210723",".pdf"
"SQP","2021-22","Carnatic Vocal","Sample Question Paper","cbse-2021-22-Carnatic-Vocal-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Vocal\cbse-2021-22-Carnatic-Vocal-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Vocal-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","318105",".pdf"
"SQP","2021-22","Carnatic Vocal","Sample Question Paper","cbse-2021-22-Carnatic-Vocal-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Carnatic-Vocal\cbse-2021-22-Carnatic-Vocal-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Carnatic-Vocal-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","112222",".pdf"
"SQP","2021-22","Computer Application","Marking Scheme","cbse-2021-22-Computer-Application-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Computer-Application\cbse-2021-22-Computer-Application-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Computer-Application-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","318984",".pdf"
"SQP","2021-22","Computer Application","Marking Scheme","cbse-2021-22-Computer-Application-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Computer-Application\cbse-2021-22-Computer-Application-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Computer-Application-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","103156",".pdf"
"SQP","2021-22","Computer Application","Sample Question Paper","cbse-2021-22-Computer-Application-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Computer-Application\cbse-2021-22-Computer-Application-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Computer-Application-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","456413",".pdf"
"SQP","2021-22","Computer Application","Sample Question Paper","cbse-2021-22-Computer-Application-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Computer-Application\cbse-2021-22-Computer-Application-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Computer-Application-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","98765",".pdf"
"SQP","2021-22","English LangLit","Marking Scheme","cbse-2021-22-English-LangLit-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\English-LangLit\cbse-2021-22-English-LangLit-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-English-LangLit-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","134174",".pdf"
"SQP","2021-22","English LangLit","Marking Scheme","cbse-2021-22-English-LangLit-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\English-LangLit\cbse-2021-22-English-LangLit-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-English-LangLit-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","464401",".pdf"
"SQP","2021-22","English LangLit","Sample Question Paper","cbse-2021-22-English-LangLit-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\English-LangLit\cbse-2021-22-English-LangLit-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-English-LangLit-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","580655",".pdf"
"SQP","2021-22","English LangLit","Sample Question Paper","cbse-2021-22-English-LangLit-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\English-LangLit\cbse-2021-22-English-LangLit-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-English-LangLit-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","370609",".pdf"
"SQP","2021-22","French","Marking Scheme","cbse-2021-22-French-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\French\cbse-2021-22-French-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-French-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","107084",".pdf"
"SQP","2021-22","French","Marking Scheme","cbse-2021-22-French-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\French\cbse-2021-22-French-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-French-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","67956",".pdf"
"SQP","2021-22","French","Sample Question Paper","cbse-2021-22-French-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\French\cbse-2021-22-French-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-French-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","187149",".pdf"
"SQP","2021-22","French","Sample Question Paper","cbse-2021-22-French-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\French\cbse-2021-22-French-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-French-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","169338",".pdf"
"SQP","2021-22","German","Marking Scheme","cbse-2021-22-German-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\German\cbse-2021-22-German-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-German-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","83907",".pdf"
"SQP","2021-22","German","Marking Scheme","cbse-2021-22-German-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\German\cbse-2021-22-German-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-German-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","215298",".pdf"
"SQP","2021-22","German","Sample Question Paper","cbse-2021-22-German-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\German\cbse-2021-22-German-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-German-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","95782",".pdf"
"SQP","2021-22","German","Sample Question Paper","cbse-2021-22-German-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\German\cbse-2021-22-German-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-German-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","205957",".pdf"
"SQP","2021-22","Gujarati","Marking Scheme","cbse-2021-22-Gujarati-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gujarati\cbse-2021-22-Gujarati-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gujarati-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","700756",".pdf"
"SQP","2021-22","Gujarati","Marking Scheme","cbse-2021-22-Gujarati-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gujarati\cbse-2021-22-Gujarati-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gujarati-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","231816",".pdf"
"SQP","2021-22","Gujarati","Sample Question Paper","cbse-2021-22-Gujarati-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gujarati\cbse-2021-22-Gujarati-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gujarati-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","731004",".pdf"
"SQP","2021-22","Gujarati","Sample Question Paper","cbse-2021-22-Gujarati-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gujarati\cbse-2021-22-Gujarati-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gujarati-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","200879",".pdf"
"SQP","2021-22","Gurung","Marking Scheme","cbse-2021-22-Gurung-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gurung\cbse-2021-22-Gurung-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gurung-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","79354",".pdf"
"SQP","2021-22","Gurung","Marking Scheme","cbse-2021-22-Gurung-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gurung\cbse-2021-22-Gurung-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gurung-MS-Term2.pdf-MS.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","81052",".pdf"
"SQP","2021-22","Gurung","Sample Question Paper","cbse-2021-22-Gurung-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gurung\cbse-2021-22-Gurung-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gurung-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","135631",".pdf"
"SQP","2021-22","Gurung","Sample Question Paper","cbse-2021-22-Gurung-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Gurung\cbse-2021-22-Gurung-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Gurung-SQP-Term2.pdf-SQP.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","103134",".pdf"
"SQP","2021-22","Hindi A","Marking Scheme","cbse-2021-22-Hindi-A-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-A\cbse-2021-22-Hindi-A-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-A-MS_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","189386",".pdf"
"SQP","2021-22","Hindi A","Marking Scheme","cbse-2021-22-Hindi-A-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-A\cbse-2021-22-Hindi-A-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-A-MS-Term2.pdf-MS_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","419524",".pdf"
"SQP","2021-22","Hindi A","Sample Question Paper","cbse-2021-22-Hindi-A-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-A\cbse-2021-22-Hindi-A-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-A-SQP_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","356442",".pdf"
"SQP","2021-22","Hindi A","Sample Question Paper","cbse-2021-22-Hindi-A-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-A\cbse-2021-22-Hindi-A-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-A-SQP-Term2.pdf-SQP_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","331157",".pdf"
"SQP","2021-22","Hindi B","Marking Scheme","cbse-2021-22-Hindi-B-MS.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-B\cbse-2021-22-Hindi-B-MS.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-B-MS_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","182185",".pdf"
"SQP","2021-22","Hindi B","Marking Scheme","cbse-2021-22-Hindi-B-MS-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-B\cbse-2021-22-Hindi-B-MS-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-B-MS-Term2.pdf-MS_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","187082",".pdf"
"SQP","2021-22","Hindi B","Sample Question Paper","cbse-2021-22-Hindi-B-SQP.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-B\cbse-2021-22-Hindi-B-SQP.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-B-SQP_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","249660",".pdf"
"SQP","2021-22","Hindi B","Sample Question Paper","cbse-2021-22-Hindi-B-SQP-Term2.pdf","C:\Users\HP\.openclaw-autoclaw\workspace\cbse-downloads\SQP\2021-22\Hindi-B\cbse-2021-22-Hindi-B-SQP-Term2.pdf","https://cbseacademic.nic.in/web_material/SQP/ClassX_2021_22/cbse-2021-22-Hindi-B-SQP-Term2.pdf-SQP_hi.pdf","https://cbseacademic.nic.in/sqp_classx_2021-22.html","Downloaded","114402",".pdf"
